salary,company,jobname,jobcont,jobid
20000-24999/月,广州紫鲸互联网科技有限公司,架构师,职位描述：职位描述：1、新技术探索、跟进，并结合实际推进到研发体系2、 结合需求设计、规划高业务扩展性、灵活性、吞吐实现线程扩展、安全、高稳定、可靠系统架构3、 新技术培训、重点故障分析、定位4、定义系统边界、接口协议、系统SOA服务治理任职要求：1、5年以上Java开发经验，2年以上架构设计经验2、有丰富高并发、高吞吐、高稳定性系统架构设计与实现经验，对架构重构分析、分布改进有实战经验3、 熟练掌握分布式通讯框架（Netty、dubbo等NIO框架）、分布式存储（fastDFS、HDFS等）、分布式缓存（Memcached集群、redis集群）、分布式事务处理方案4、全局掌握架构要素系统灵活性、业务扩展性、性能线性增长、HA高可用、等级安全性等5、 精通MySQL处理机制与应用场景限制、精通NoSQL Redis、MongoDB、HBase等，精通消息中间件，如ActiveMQ、RabbitMQ、Kafka等在适合业务场景使用适合技术6、 拥有第三方支付支付经验或移动互联网业务背景优先考虑7、 熟悉基于流式计算框架storm、spark、genfire、esper（CEP）优先考虑职能类别：系统架构设计师关键字：架构师Java开发APP举报分享,43
6000-10000/月,广州数联软件技术有限公司,大数据运维工程师,职位描述：岗位职责：1、负责平台搭建，维护，调优，管理，监控。2、跟进数据项目进程协助开发和算法人员完成项目。工作技能要求：1、全日制本科及以上学历，计算机相关专业。2、熟悉hadoop/spark原理，熟练运用hadoop/spark生态圈软件。3、熟悉Linux/Unix系统，包括Shell/Python等脚本编码和软件开发等。4、熟练使用CDH平台优先。5、多线程编程. 熟悉JVM运行机制和内存管理优先。6、良好的沟通能力和逻辑思维能力。职能类别：算法工程师数据库工程师/管理员关键字：运维服务器运维大数据数据运维服务器举报分享,42
10000-14999/月,广州泰迪智能科技有限公司,Hadoop研发工程师,职位描述：岗位职责：1、完善公司大数据实验平台，包括硬件及系统的维护及优化；2、与交付部门共同完成面向业务目标的大数据应用案例开发；3、负责大数据应用解决方案的设计；4、负责大数据应用相关产品的整体架构设计、规划及研发；任职要求：1、本科及以上学历，数学、计算机相关专业；2、熟悉主流的云计算、大数据产品（hadoop、spark、flume等）和数据分析技术；3、精通算法设计/数据结构，至少掌握JAVA、C、C++、Python等其中一门语言编程；4、熟悉Linux/Unix平台上的开发环境；5、思路敏捷清晰，良好的表达和理解能力，良好的学习能力，强烈的创新意识。职能类别：软件工程师高级软件工程师关键字：大数据数据研发工程师Hadoop工程师举报分享,41
10000-20000/月,广州明朝互动科技股份有限公司,大数据高级开发工程师,职位描述：职位描述：1.负责公司内部大数据平台的建设与维护，优化数据处理流程；2.负责数据平台的建设，统筹管理接入、存储、查询、挖掘等体系；3.追踪现有大数据前沿技术，优化现有大数据架构 ；4.在游戏领域展开数据挖掘方向的技术突破与实施。职位要求：1.2年以上大数据研发经验；2.数学、统计、计算机相关专业；3.拥有完整的从数据收集端到展示端实际项目经历，熟悉Hbase/Hive/Hadoop/Spark或等主流分布式开发平台，有高性能集群设计和开发经验；4.精通Linux，熟练掌握Python/C/Shell/Java，熟练掌握SQL数据库语言HiveSQL/Mysql；5.有数据挖掘算法实施经验，熟练掌握大规模数据挖掘、机器学习。职能类别：算法工程师数据库工程师/管理员关键字：大数据大数据开发数据挖掘HadoopHbaseHiveSpark游戏开发程序员举报分享,44
15000-25000/月,西伍集团,技术经理/总监（大数据项目技术负责人）,"职位描述：IT项目经理 /技术经理（广州）岗位职责：带领IT开发团队实现西伍的IT规划蓝图, 重点包括大数据应用以及商城平台开发具体工作内容：1、领导广州IT子公司团队2、理解和带领设计各主要平台和应用架构,包括电商平台,运营平台和大数据开发等3、理解企业战略和制定技术开发路线路4、负责带领团队开发上线各个平台和应用5、带领团队维护各系统日常运营岗位要求：1、大学本科或以上学历，计算机、软件工程、信息工程等相关专业2、5年以上电商平台开发/管理经验或有大数据开发/应用经验，3年以上团队管理经验；有大型项目管理和10人以上团队管理经验者优先3、ＩＴ开发管理经验4、项目管理经验5、优秀的沟通能力————————————————————————————————————————————西伍集团互联网公司——大数据，强大IT系统 高品味时尚服饰集商业逻辑设计，服装研发，平面设计和运营销售为一体集团分支已覆盖佛山，广州，深圳，北京超过3500多平方米时尚办公区，4000多平方米的标准化仓储中心现员工近600人。细节介绍：1、佛山市西伍服饰有限公司成立于2008年，是一家电子商务企业，是广东省电子商务示范单位，产品线涵盖时尚女装、童装、首饰、鞋类、箱包，其中以***服饰为主导；2、公司集服装研发、平面设计和运营销售为一体，生产外包，并依托物流快速发货的运营模式；3、旗下主推品牌为“AMII”、“AMII Redefine”、""摩尼菲格""(女装)”、“amii”(童装)；4、公司目前运营的平台如下：（1）天猫、淘宝；（2）唯品会；（3）京东、当当、1号店、美丽说、趣天等；5、公司旗下有1个分公司，佛山市西伍服饰有限公司印记分公司，即目前的季华园实体店；6、公司在佛山、广州和深圳分别成立运营公司，分别为：（1）佛山构成服饰有限公司（2）广州贝壳网络科技有限公司（3）广州素云服饰有限公司（4）深圳迈尔仕投资有限公司（5）深圳加百列投资控股有限公司二、福利待遇1、公司提供富有竞争力的薪资标准、晋升发展空间、横向发展的空间。2、上班时间9：00到17：30  7.5小时工作制3、依法购买五险一金，员工按制度享受每月中餐补助、交通补助、工龄工资、节假日津贴、全勤奖、年休假、婚假、产假等。4、年底享有年假，双薪奖金等福利津贴。5、公司每年将在年中组织员工旅游活动。职能类别：技术总监/经理项目经理关键字：大数据分布式云计算HadoopSparkStormKafkaOracleMySQL举报分享",40
18000-25000/月,广州市吉特科技有限公司,Java架构师,职位描述：任职资格：1、学历：本科以上，专业：计算机相关专业；2、工作经验：6年以上JAVA开发经验；3、JAVA功底扎实，精通io、多线程等基础设施，精通分布式、缓存、消息等机制；4、熟悉ElasticSearch/Akka/kafka/Spark/Hadoop以上任意两项；5、熟悉分布式、SOA、并发控制、 Linux环境，有负载均衡、双机热备等系统部署经验，并具有1个以上的大型应用和多系统组网集成的经验；6、喜欢阅读源码，能独立思考，并结合业务场景选择合适的技术，提供合适的解决方案;7、精通UML建模，熟练使用相关建模工具； 熟练使用各种开发方法进行系统开发，并具有规范的开发、设计文档写作能力；8、精通MySql等常用数据库，熟悉数据库建模，并具有很强数据库设计管理经验和SQL功底。岗位职责：1、承担软件项目技术架构的分析和规划，指导技术架构设计和实施；2、承担开发平台与其他通用开发平台与工具集，供项目开发使用；3、对项目的技术难题进行攻关；4、制订部门内部技术实施指南、软件工程标准；5、指导项目设计开发人员工作，考核其工作质量。职能类别：高级软件工程师系统架构设计师关键字：Javaakkakafka机器人协同cnnrnn举报分享,39
10000-14999/月,佳都新太科技股份有限公司,需求分析师,职位描述：岗位职责：1.负责政务信息化数据应用类产品的规划及需求分析，包括方案设计、需求分析、整体系统设计、产品需求维护；2.指导和协调开发团队完成业务分析与梳理，推进产品研发与管理工作，跟进至产品上线使用。任职要求：1.计算机、信息系统、数学或相近专业本科以上学历，5年以上政务信息化系统分析经验，2年以上大数据系统分析和实施经验；2.拥有2年以上Hadoop开发设计或实施经验，对Hadoop相关的技术和组件（HDFS，MR，Hase，Hive，Spark，Storm等）有全面了解；3.有大数据应用实战经验，熟悉整个大数据的完整处理流程，包括数据的采集、清洗、预处理、存储、分析挖掘和数据可视化；4.熟悉政务应用的业务模式和分析模型；5.有政务、工商、交通领域信息化经验者优先。职能类别：需求工程师关键字：政务信息化大数据Hadoop举报分享,38
15-20万/年,广州华资软件技术有限公司,Hadoop软件工程师,职位描述：岗位职责：1、大数据相关技术的研究、制定技术研究报告；2、大数据构架设计、关键技术研发；3、为项目组提供大数据技术培训、技术指导；4、解决大数据相关的疑难技术问题。岗位要求：1、计算机相关专业、数学相关专业毕业，本科或以上学历，3年以上相关工作经验；2、精通Java研发，熟悉Java开发环境和工具；3、熟悉Hadoop生态圈体系、熟悉Spark、Storm等主流大数据技术；4、熟悉Hadoop集群的搭建、管理、调优和开发。优先条件：1、有实际大数据项目经验 ；2、熟悉自然语言处理技术；3、熟悉全文检索技术；4、熟悉数据挖掘建模。职能类别：高级软件工程师关键字：hadoopspark大数据分布式举报分享,37
10000-20000/月,广州机智云物联网科技有限公司,大数据工程师,"职位描述：工作内容：1. 负责大数据平台数据及各部门统计分析的需求。2. 负责集群管理和优化工作。3. 负责大数据相关及可视化的研发。职位要求：1. 精通java ,scala,python,shell 编程 至少 1 门编程语言。2. 精通spark 开发，熟悉 hadoop,hive 等开发。3. 熟悉nosql 数据库（hbase,redis,mongodb 等）。4. 对工作认真负责,有极强的学习能力,能够按时完成高质量的开发需求。职能类别：软件工程师举报分享",35
15000-19999/月,广州赛意信息科技股份有限公司,大数据规划架构师,职位描述：岗位职责：1.研究与跟踪大数据新技术发展方向，主持制定大数据平台技术发展战略规划；2.参与大数据项目的系统分析、设计以及实施工作。3.负责大数据系统平台开发团队建设与人才梯队培养；任职要求：1.本科及以上学历，具有7年以上软件类BI项目开发经验，5年以上的架构设计经验，具有大型门户/BI等大型项目架构设计经验；2.精通数据仓库实施方法论、深入了解数据仓库体系架构。3.精通逻辑模型和物理模型建模、中间层模型理论以及多维模型的设计。4.了解HADOOP、HIVE、HBASE的工作原理5.了解STORM、SPARK的工作原理。6.精通主流数据库技术（如Oracle、SQLServer 2000、GP、MySQL等），精通SQL，有较强的SQL编码及调优经验。7.熟悉主数据、元数据、数据质量等企业数据管理相关的体系和方法。8.熟悉BIEE/Tableau/Cognos/BO/Datastage/SAS/SPSS等BI工具软件优先；9.软件知识体系全面，熟悉与架构设计相关的数据存储/性能调优等相关领域知识；能够解决项目过程中的技术难题；10.良好的沟通能力和逻辑思维能力，思维敏捷，能够对业务需求进行抽象并据此进行架构设计；11.具有较强的学习能力、自我管理能力、能够在压力环境下工作；12.具有较强的文档编写能力，能够按照公司要求编写架构设计文档；13.性格积极乐观、诚信、有较强的语言表达能力，具备强烈的进取心、求知欲及团队合作精神。14.有互联网、电商或相近行业工作经验者优先。15.有大数据建设经验者优先。职能类别：高级软件工程师举报分享,34
10000-20000/月,深圳市傲天科技股份有限公司,（大数据）Hadoop研发工程师,职位描述：公司在广州有分公司，本岗位为驻点，在电信通信集团上班，绝非外包。熟悉Hadoop、HBase、Hive、MapReduce等，有意大数据hadoop、hive方向。--------------------------------岗位职责：1、负责公司大数据平台和大数据系统产品的设计和开发。2、针对公司大数据业务进行大数据平台、数据分析、挖掘软件的开发。--------------------------------岗位要求：1、本科以上学历，计算机相关专业优先；2、对Hadoop、HBase、HDFS、Hive、Spark、Storm、MapReduce、Flume等框架感兴趣，并有一定实践经验；3、两年以上java开发经验，熟悉Spring、Hibernate、Junit，熟悉 juc 与 socket 编程技术；4、熟悉SQL，熟悉Postgresql、Mysql或Oracle数据库；5、熟悉Linux系统的操作及shell、python等语言开发。------------------------------------分公司地点：广州市天河区体育东路138号金利来数码网络大厦802（附近地铁：体育中心）电信驻点地点：广州市天河区陶育路72号首层中国电信广东分公司（附近地铁：岗顶，暨南大学石牌校区附近）-------------------------------------★公司总部位于深圳南山软件园，园内绿化好，临近深大地铁站，属.国.家.高新技术企业，发展空间广阔，热忱欢迎您的加盟。有意者可直接将个人简历注明应聘岗位发送至邮箱：hr@aotain.com，谢谢！职能类别：高级软件工程师软件工程师关键字：HadoophbaseHive大数据举报分享,32
6000-12000/月,广州云火信息科技有限公司,大数据开发工程师-Java,"职位描述：岗位职责：负责数据云平台的建设；负责海量数据的实时计算、离线计算、存储、查询。岗位要求：计算机相关专业，3年及以上相关工作经验,有扎实的计算机理论基础；熟练Java、Python服务端编程，有良好的编码习惯；深入理解MapReduce，熟练使用Storm、Hadoop、Spark，并阅读部分源码；熟练使用HDFS、Hbase、Hive、Kafka等；熟悉Linux/Unix系统，包括Shell/Python等脚本编码和软件开发等；具备良好的学习能力、分析解决问题能力；具有高度的责任心和团队合作精神。职能类别：软件工程师举报分享",30
10000-20000/月,北京赞同科技发展有限公司驻广州办...,大数据工程师,职位描述：职位描述：（1）参与赞同大数据平台的架构设计、发展规划及研发工作。（2）为银行的大数据平台发展规划提供咨询服务。（3）负责大数据技术方向的前沿研究、关键技术难题攻关。（4）负责数据挖掘的计算模型设计及落地。岗位要求：（1）本科及以上学历，3-5年以上相关工作经验。（2）精通Java/C/C++/Python程序开发(至少一种)，熟悉Linux/Unix开发环境。（3）熟悉MongoDB、HBase、SequoiaDB、GBase 8a等NoSQL数据库（至少一种）。（4）有Spark或Hadoop大数据技术实战经验，熟悉海量数据处理相关技术。（5）有大数据系统架构设计相关经验优先。（6）有数据挖掘、深度学习等大数据分析经验优先。职能类别：高级软件工程师举报分享,29
10000-20000/月,广东粤数大数据有限公司,ETL开发工程师,职位描述：岗位职责：1、	数据平台ETL技术架构的设计和环境搭建；2、	ETL性能调优；3、	与各业务系统沟通协调，理解业务和数据结构，确定数据接口及ETL策略；4、	与建模人员合作，参与模型的设计、开发和测试工作；5、	与前端开发人员合作，参与前端展现的设计、开发和测试工作。任职要求：1、	熟练掌握并熟悉 Shell，Python 等一门以上脚本语言，并灵活运用到实际工作中及解决技术问题；2、	熟悉 Hadoop，Hive，Hbase，Spark，Storm 等一种以上大数据处理工具和技术， 有实际大数据处理经验；3、	逻辑思维能力强，对数据敏感，有较强的学习能力和创新思维；4、	具备良好的沟通能力和文字表达能力，有较强的团队协作能力；5、	精通Oracle、MySQL等关系型数据库，精通SQL；职能类别：其他举报分享,36
10000-20000/月,广州海晟科技有限公司,数据库工程师,"职位描述：岗位职责：1、 负责大市场数据需求支撑与维护工作，开展专题分析，全面开展“一体两翼”市场运营的数据支撑工作。2、 负责市场部专项数据支撑工作，从事数据分析、数据二次处理，报表设计和实现。3、 负责本地大数据平台ETL调度建设和运维工作。4、协助开展数据建模工作。任职要求：1、本科，数学、计算机、软件、统计相关专业，能力突出可不受专业限制；2、证书：OCP认证、OCM、数据库工程师任意一种证书；3、具备电信运营商精准营销、流数据集市或经营分析相关大数据系统项目优先；4、具备2年及以上NGCRM、NGESOP、GDBOSS、数据集市的后台数据提取工作经验，熟悉上述数据库系统后台表结构。能够迅速理解业务数据需求，并能快速完成数据提取工作，有良好的理解能力和沟通能力；5、精通ORACLE数据库，熟悉unix、linux操作系统，精通Shell 编程、BIEE报表开发，熟悉hbase、spark scala、spark、Nosql,熟悉并能承担ETL调度运维工作。职能类别：其他举报分享",33
500000-1000000/年,广州虎鱼网络科技有限公司,技术副总经理,职位描述：岗位职责：1、负责管理技术研发团队，带领团队研发公司产品；2、参与需求评审，负责与其它部门之间的沟通合作，给出技术实现解决方案；3、负责团队目标和工作计划的制定和执行，以及保证团队目标实现；4、从事核心代码的编写和技术难点的攻关、指导和培训工程师；5、负责团队成果质量把关、开发人员代码走查工作。任职资格：1、计算机或相关专业，本科以上学历，5-10年以上网站独立开发经验，有过电商大平台设计开发经验；具有大型分布式，高并发、高负载，高可用性系统设计开发经验者优先；2、精通Java，掌握CDN、Nginx、HTML5、Angular.js、React、Node.js、Spark、Hadoop、Storm、Mongodb、Redis Dubbo SOA等关键技术；熟练掌握Mysql等主流数据库，精通SQL编写和优化；3、具有项目管理经验，能够对多个同时进展的项目做很好的控制和管理；4、规范化的编程风格，较强的独立工作能力和团队协作精神及管理能力；有较好的沟通表达能力； 有很强的分析问题和解决问题的能力，有强烈的责任心。职能类别：副总经理/副总裁互联网软件开发工程师关键字：技术副总经理管理团队电商经理举报分享,31
